index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,category,TasterName,TastingDate,Country,Price,QuantitySold,ProduceDate,Sequence Tasting
263,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,red,Frank,11/13/2020,USA,58.38,78,8/28/2011,55
264,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,red,Frank,3/12/2022,Argentina,65.66,29,9/26/2012,56
276,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,red,Frank,10/14/2021,Australia,85.04,89,9/7/2003,57
281,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,red,Frank,4/20/2022,Spain,27.57,2,2/16/2004,58
284,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,red,Frank,8/30/2022,France,40.73,63,2/20/2016,59
285,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,red,Frank,10/7/2020,Argentina,44.17,61,3/17/2005,60
297,7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,red,Frank,10/20/2020,Argentina,95.74,86,11/29/2004,61
305,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,red,Frank,12/2/2022,Italy,22.8,21,9/1/2010,62
309,7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,red,Frank,5/22/2021,Argentina,48.23,37,11/23/2007,63
311,7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,red,Frank,6/14/2020,Italy,13.82,31,6/25/2010,64
315,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,red,Frank,2/8/2021,Argentina,15.09,4,11/11/2013,65
318,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,red,Frank,7/25/2020,France,20.82,43,11/8/2014,66
324,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,red,Frank,2/8/2022,Italy,52.54,55,5/17/2006,67
325,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,red,Frank,12/21/2020,Australia,91.4,42,11/29/2009,68
331,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,red,Frank,10/14/2022,Argentina,42.55,17,10/21/2006,69
336,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,red,Frank,10/5/2020,France,65.69,15,5/11/2017,70
345,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,red,Frank,10/21/2021,Argentina,47.85,91,6/9/2002,71
356,11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,red,Frank,8/27/2022,Argentina,77.23,8,5/23/2016,72
360,8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,red,Frank,1/4/2021,France,59.35,72,12/2/2000,73
372,9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,red,Frank,11/9/2020,USA,22.95,85,9/14/2008,74
378,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,red,Frank,10/11/2021,Spain,76.91,64,1/1/2018,75
383,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,red,Frank,2/14/2020,Australia,80.64,61,5/21/2011,76
386,7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,red,Frank,2/16/2020,USA,77.91,27,11/22/2016,77
387,8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,red,Frank,8/13/2020,Italy,62.42,97,10/3/2018,78
388,7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,red,Frank,6/3/2022,Italy,21.82,59,1/3/2014,79
412,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,red,Frank,11/29/2021,USA,43.9,14,4/15/2018,80
413,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,red,Frank,4/9/2020,Spain,92.49,7,3/15/2007,81
421,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,red,Frank,9/9/2021,Italy,79.89,37,12/16/2001,82
422,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,red,Frank,9/28/2021,Australia,32.46,48,9/20/2012,83
424,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,red,Frank,1/16/2020,USA,61.02,85,2/24/2006,84
430,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,red,Frank,3/13/2022,Spain,17.88,34,10/20/2016,85
432,11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,red,Frank,11/20/2021,Australia,43.77,42,8/7/2008,86
433,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,red,Frank,6/22/2020,Italy,22.19,63,3/19/2009,87
451,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,red,Frank,4/18/2020,Italy,86.35,66,8/30/2006,88
458,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,red,Frank,3/23/2020,Italy,49.19,43,8/14/2006,89
467,8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,red,Frank,5/18/2022,Australia,64.26,87,3/22/2009,90
469,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,red,Frank,3/24/2021,Australia,16.28,45,8/23/2015,91
482,10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,red,Frank,3/9/2020,Italy,56.86,80,1/13/2000,92
483,10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,red,Frank,6/8/2021,Argentina,82.77,98,8/12/2008,93
486,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,red,Frank,2/18/2022,Argentina,96.05,82,9/10/2003,94
491,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,red,Frank,11/1/2020,France,45.65,50,10/17/2010,95
495,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,red,Frank,4/28/2021,Italy,22.61,75,3/11/2011,96
496,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,red,Frank,6/15/2020,France,14.64,58,3/21/2017,97
500,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,red,Frank,9/10/2022,Italy,52.62,38,4/19/2016,98
501,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,red,Frank,2/15/2020,France,76.44,76,1/11/2007,99
503,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,red,Frank,11/20/2022,Australia,96.34,4,4/11/2012,100
507,11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,red,Frank,7/7/2020,Italy,75.87,19,2/7/2018,101
508,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,red,Frank,11/13/2021,USA,61.84,50,10/28/2014,102
524,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,red,Frank,4/2/2021,Spain,74.35,21,9/27/2008,103
529,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,red,Frank,8/22/2021,France,60.5,45,9/29/2002,104
530,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,red,Frank,2/6/2020,Spain,74.73,17,1/19/2011,105
533,10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,red,Frank,9/12/2020,Australia,16.45,76,9/12/2018,106
562,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,red,Frank,9/14/2021,USA,34.58,70,8/4/2002,107
582,11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,red,Frank,3/31/2020,USA,73.56,87,8/12/2004,108
588,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,red,Frank,8/31/2022,France,82.64,87,7/7/2013,109
589,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,red,Frank,6/9/2021,France,98.71,2,11/1/2016,110
592,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,red,Frank,10/8/2021,Argentina,37.36,27,6/11/2012,111
593,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,red,Frank,2/22/2020,Spain,28.89,12,7/30/2001,112
595,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,red,Frank,4/1/2021,France,80.61,78,8/26/2007,113
611,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5,red,Frank,12/21/2022,Argentina,81.43,87,7/31/2017,114
628,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,red,Frank,12/31/2020,France,94.93,6,10/1/2013,115
643,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,red,Frank,11/19/2020,Spain,30.14,15,8/30/2007,116
644,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,red,Frank,5/6/2021,France,12.52,18,12/26/2000,117
645,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,red,Frank,1/12/2022,France,83.83,3,5/2/2000,118
653,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,red,Frank,9/25/2021,Spain,44.55,66,11/2/2017,119
654,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,red,Frank,10/24/2021,Australia,27.04,59,5/5/2002,120
660,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,red,Frank,10/27/2020,Spain,35.45,43,9/15/2009,121
661,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,red,Frank,4/27/2022,Italy,71.15,66,5/21/2009,122
669,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,red,Frank,8/25/2020,Spain,29.2,37,12/9/2018,123
670,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,red,Frank,8/24/2020,Spain,19.22,41,6/27/2001,124
689,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,red,Frank,3/20/2021,Spain,85.63,95,6/15/2001,125
701,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,red,Frank,6/4/2021,USA,77.57,60,10/7/2010,126
704,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,red,Frank,8/12/2021,USA,69.95,5,9/24/2011,127
712,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,red,Frank,4/23/2021,Argentina,97.49,57,8/3/2002,128
725,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5,red,Frank,6/16/2021,Australia,49.87,79,8/3/2013,129
726,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,red,Frank,3/20/2020,Argentina,29.08,75,10/13/2015,130
730,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5,red,Frank,8/10/2020,Italy,90.8,91,9/2/2006,131
747,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,red,Frank,10/24/2021,Australia,54.36,43,2/1/2013,132
749,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,red,Frank,6/9/2022,Australia,36.86,40,7/19/2009,133
750,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,red,Frank,2/28/2020,France,62.43,100,11/27/2009,134
758,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,red,Frank,12/13/2020,Italy,74.14,3,10/9/2015,135
765,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,red,Frank,7/6/2020,Spain,71.98,93,7/18/2015,136
773,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,red,Frank,9/9/2021,Spain,54.6,29,12/5/2013,137
774,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,red,Frank,9/25/2020,Italy,84.51,12,10/15/2012,138
778,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,red,Frank,8/24/2022,Spain,17.47,3,5/2/2009,139
783,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,red,Frank,9/10/2020,Spain,51.59,24,6/28/2016,140
784,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,red,Frank,9/11/2021,Italy,80.13,16,8/20/2003,141
793,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,red,Frank,3/30/2021,Australia,95.63,97,10/24/2001,142
798,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,red,Frank,9/15/2022,Argentina,74.58,39,6/6/2012,143
800,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,red,Frank,7/16/2022,Italy,87.87,25,12/1/2008,144
802,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,red,Frank,7/3/2020,France,60.23,73,4/16/2002,145
806,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,red,Frank,4/25/2020,Spain,22.49,6,12/7/2011,146
815,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,red,Frank,10/8/2021,Australia,49.76,27,7/27/2014,147
816,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,red,Frank,12/21/2021,Italy,12.98,19,3/1/2018,148
826,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,red,Frank,9/27/2020,Australia,76.43,34,1/29/2005,149
836,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,red,Frank,3/11/2022,Australia,46.5,50,1/31/2016,150
838,10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,red,Frank,2/26/2020,France,74.7,96,4/16/2016,151
851,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,red,Frank,8/21/2021,Argentina,61.89,35,1/4/2008,152
854,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,red,Frank,12/2/2021,France,59.09,26,7/23/2006,153
857,8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,red,Frank,12/12/2022,Spain,51.07,39,1/17/2006,154
859,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,red,Frank,7/9/2022,Australia,42.43,43,2/23/2011,155
861,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,red,Frank,7/7/2020,Italy,35.78,76,3/4/2010,156
862,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,red,Frank,10/8/2020,Spain,70.67,83,8/30/2010,157
866,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,red,Frank,10/1/2021,Australia,54.3,31,6/14/2016,158
873,9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,red,Frank,11/26/2022,France,90.35,3,5/1/2007,159
876,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,red,Frank,3/5/2021,Australia,12.04,17,7/10/2012,160
877,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,red,Frank,8/7/2020,Argentina,91.45,47,5/26/2001,161
887,10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,red,Frank,3/20/2021,Argentina,57,45,8/27/2013,162
893,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,red,Frank,1/13/2021,Spain,27.78,53,5/12/2016,163
901,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,red,Frank,9/16/2021,Australia,96.19,9,7/28/2018,164
903,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,red,Frank,12/13/2022,Italy,81.54,97,12/2/2015,165
904,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,red,Frank,7/23/2020,Italy,26.5,62,9/23/2008,166
915,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,red,Frank,12/21/2021,Argentina,71.85,43,10/24/2005,167
921,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,red,Frank,5/22/2021,Spain,72.78,54,9/6/2012,168
924,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,red,Frank,11/29/2020,France,88.79,14,10/18/2006,169
929,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,red,Frank,3/15/2022,France,73.66,22,10/3/2015,170
930,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,red,Frank,10/4/2021,Italy,98.03,86,12/30/2013,171
933,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,red,Frank,5/8/2022,USA,31.27,41,4/9/2002,172
936,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,red,Frank,12/13/2021,Australia,75.82,27,9/9/2008,173
940,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,red,Frank,1/25/2020,Italy,25.38,59,7/23/2012,174
953,10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,red,Frank,12/5/2020,Spain,69.71,10,5/16/2016,175
955,8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,red,Frank,4/2/2022,Australia,39.14,16,3/10/2017,176
963,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,red,Frank,12/30/2020,Italy,62.67,11,2/13/2011,177
966,9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,red,Frank,5/26/2022,USA,80.12,6,2/16/2007,178
969,6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,red,Frank,8/13/2022,Spain,28.09,50,7/21/2007,179
970,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,red,Frank,4/3/2022,Argentina,82.53,6,7/11/2000,180
981,9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,red,Frank,10/15/2022,Argentina,78.19,19,8/16/2016,181
990,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,red,Frank,12/25/2022,Argentina,92.88,49,7/28/2002,182
992,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6,red,Frank,6/20/2022,Spain,87.63,4,1/10/2011,183
1003,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,red,Frank,3/19/2021,Argentina,77.39,63,4/24/2013,184
1005,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,red,Frank,8/28/2020,Argentina,24.94,12,7/12/2009,185
1010,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,red,Frank,2/11/2022,USA,28.68,6,9/25/2005,186
1011,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,red,Frank,8/28/2020,Australia,54.86,9,6/14/2015,187
1013,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,red,Frank,1/18/2021,Spain,27.31,24,2/8/2003,188
1021,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,red,Frank,9/26/2020,Australia,75.43,81,10/23/2012,189
1041,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,red,Frank,9/23/2021,France,37.49,49,1/31/2016,190
1049,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,red,Frank,2/13/2020,USA,68.26,3,4/1/2003,191
1057,7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,red,Frank,4/7/2020,Spain,48.25,23,5/9/2010,192
1065,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,red,Frank,1/29/2021,USA,72.42,65,7/22/2004,193
1066,6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,red,Frank,7/20/2022,Australia,33.81,73,7/24/2012,194
1072,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6,red,Frank,2/1/2022,France,21.56,50,2/1/2014,195
1073,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,red,Frank,2/22/2022,Spain,26.02,21,5/28/2005,196
1078,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,red,Frank,1/1/2021,Argentina,50.03,35,11/7/2014,197
1084,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,red,Frank,7/3/2021,USA,36.87,96,8/18/2007,198
1086,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,red,Frank,10/18/2020,France,81.98,67,2/7/2002,199
1103,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,red,Frank,3/17/2022,Argentina,89.14,98,7/29/2000,200
1105,6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5,red,Frank,1/4/2021,Argentina,44.6,66,7/1/2016,201
1116,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,red,Frank,12/8/2021,Spain,52.39,88,2/12/2001,202
1118,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,red,Frank,8/21/2021,Australia,86.63,45,3/28/2011,203
1147,10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,red,Frank,8/29/2021,France,76.1,42,7/27/2009,204
1148,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,red,Frank,3/20/2020,Italy,49.87,49,7/1/2011,205
1154,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6,red,Frank,3/21/2022,Argentina,58.2,99,8/17/2009,206
1161,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,red,Frank,7/28/2022,France,67.23,71,11/11/2012,207
1162,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,red,Frank,10/31/2022,USA,42.5,17,8/13/2018,208
1171,7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,red,Frank,4/3/2021,Italy,46.49,56,9/25/2012,209
1175,6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,red,Frank,12/15/2020,Spain,55.25,76,10/3/2005,210
1182,10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6,red,Frank,5/29/2022,Australia,96.72,3,5/1/2005,211
1190,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,red,Frank,11/15/2020,Australia,93.99,88,12/16/2006,212
1194,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,red,Frank,2/13/2022,Australia,41.31,25,9/28/2000,213
1199,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,red,Frank,4/29/2020,Italy,87.84,67,12/30/2006,214
1201,7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,red,Frank,12/3/2022,Argentina,86.63,92,6/2/2005,215
1202,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8,red,Frank,12/30/2022,USA,61.68,58,8/24/2018,216
1206,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,red,Frank,10/15/2022,Australia,58.02,9,1/1/2011,217
1210,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,red,Frank,6/9/2022,Italy,46.09,83,12/5/2006,218
1211,6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5,red,Frank,1/9/2020,France,62.46,37,9/27/2018,219
1228,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,red,Frank,9/30/2020,Argentina,49.36,95,4/16/2005,220
1233,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4,red,Frank,9/26/2020,Argentina,53.25,71,7/3/2014,221
1239,6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4,red,Frank,11/26/2022,Spain,37.9,99,6/22/2000,222
1265,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,red,Frank,6/27/2020,Spain,76.34,63,9/25/2016,223
1268,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,red,Frank,4/17/2021,Argentina,95.44,78,3/23/2011,224
1277,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6,red,Frank,6/7/2020,Australia,71.85,97,7/5/2010,225
1278,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,red,Frank,7/24/2021,Australia,41.16,46,5/12/2005,226
1285,11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5,red,Frank,11/20/2020,Argentina,31.5,62,10/15/2017,227
1287,8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5,red,Frank,3/26/2022,Australia,19.31,81,6/18/2011,228
1289,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,red,Frank,2/13/2021,USA,94.45,19,8/4/2009,229
1298,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,red,Frank,11/12/2020,Italy,84.58,57,1/20/2006,230
1300,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6,red,Frank,1/19/2022,Argentina,42.54,45,11/3/2018,231
1301,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6,red,Frank,11/6/2020,Argentina,84.57,65,6/2/2013,232
1313,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,red,Frank,6/8/2020,Spain,20.65,90,12/30/2002,233
1319,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6,red,Frank,9/9/2020,Spain,22.96,70,12/14/2010,234
1325,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,red,Frank,10/4/2021,USA,32.91,77,4/24/2011,235
1326,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,red,Frank,12/7/2020,Australia,49.09,99,3/8/2003,236
